#Organism Name,Organism Groups,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,Host,CDS,Neighbors,Release Date,GenBank FTP,RefSeq FTP,Replicons
"uncultured phage","Viruses;unclassified phages;unclassified","SAMEA6226552","PRJEB35371","GCA_902731395.1","Contig",0.257052,34.25,"CACVIR000000000.1","bacteria,fungi,human,invertebrates",0,,"2020-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/731/395/GCA_902731395.1_SALIVA_PHAGE_CIR_34_48",,"CACVIR000000000.1"
"CRESS virus sp.","Viruses;Other;Other","","PRJNA393166","GCA_003617015.1","Complete",0.002283,41.2,"MH649044.1","human,vertebrates",3,,"2018-09-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/617/015/GCA_003617015.1_ASM361701v1",,"MH649044.1"
"Anelloviridae sp.","Viruses;Other;Anelloviridae","","","GCA_022674385.1","Complete",0.002976,48.8,"MZ286106.1","human,vertebrates",1,,"2022-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/674/385/GCA_022674385.1_ASM2267438v1",,"MZ286106.1"
"Circoviridae sp.","Viruses;Other;Circoviridae","","PRJNA393166","GCA_003655885.1","Complete",0.001878,34.3,"MH617462.1","human,vertebrates",2,,"2018-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/655/885/GCA_003655885.1_ASM365588v1",,"MH617462.1"
"Bacteriophage sp.","Viruses;unclassified phages;unclassified","SAMN13135889","PRJNA579886","GCA_012621595.1","Complete",0.007921,38.8,"MN855682.1","bacteria,human,invertebrates,vertebrates",15,,"2020-04-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/621/595/GCA_012621595.1_ASM1262159v1",,"MN855682.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078135.1","Complete",0.001768,48.6,"HM623764.1","human,vertebrates",2,,"2011-01-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/135/GCA_004078135.1_ASM407813v1",,"HM623764.1"
"Human immunodeficiency virus 1","Viruses;Other;Retroviridae","","","GCA_003856095.1","Complete",0.009026,41.6,"KY628221.1","human,vertebrates",8,,"2017-07-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/856/095/GCA_003856095.1_ASM385609v1",,"KY628221.1"
"uncultured virus","Viruses;Other;Other","","","GCA_003528605.1","Complete",0.002357,54.2,"KY487797.1","bacteria,human,invertebrates,land plants,protozoa",2,,"2018-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/528/605/GCA_003528605.1_ASM352860v1",,"KY487797.1"
"Hepatitis C virus subtype 2b","Viruses;Other;Flaviviridae","","","GCA_003106085.1","Complete",0.009102,55.8,"AB661382.1","human,vertebrates",1,,"2011-08-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/106/085/GCA_003106085.1_ASM310608v1",,"AB661382.1"
"Human adenovirus 2","Viruses;Other;Adenoviridae","","","GCA_019450205.1"," Chromosome",0.03442,51.9,"MW686807.1","human,vertebrates",0,,"2021-08-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/450/205/GCA_019450205.1_ASM1945020v1",,"MW686807.1"
"Human adenovirus 7","Viruses;Other;Adenoviridae","","","GCA_006434275.1","Complete",0.035239,51.1,"KP670859.1","human,vertebrates",39,,"2016-01-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/434/275/GCA_006434275.1_ASM643427v1",,"KP670859.1"
"Human adenovirus D8","Viruses;Other;Adenoviridae","","","GCA_006437095.1","Complete",0.034948,54.5,"KT340058.1","human,vertebrates",34,,"2016-08-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/437/095/GCA_006437095.1_ASM643709v1",,"KT340058.1"
"Rotavirus A","Viruses;Other;Reoviridae","","","GCA_002676755.1","Complete",0.01853,32.1637," 1:DQ146649.1;  2:DQ146650.1;  3:DQ146651.1;  4:DQ146652.1;  6:DQ146653.1;  9:DQ146654.1;  5:DQ146655.1;  8:DQ146656.1;  7:DQ146657.1;  10:DQ146658.1;  11:DQ146659.1","human,vertebrates",11,,"2007-02-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/676/755/GCA_002676755.1_ASM267675v1",," 1:DQ146649.1;  2:DQ146650.1;  3:DQ146651.1;  4:DQ146652.1;  6:DQ146653.1;  9:DQ146654.1;  5:DQ146655.1;  8:DQ146656.1;  7:DQ146657.1;  10:DQ146658.1;  11:DQ146659.1"
"Rotavirus A","Viruses;Other;Reoviridae","","","GCA_002676795.1","Complete",0.018614,33.2996," 5:DQ490540.1;  8:DQ490541.1;  7:DQ490542.1;  10:DQ490543.1;  11:DQ490544.1;  1:DQ490545.1;  2:DQ490546.1;  3:DQ490547.1;  4:DQ490548.1;  6:DQ490549.1;  9:DQ490550.1","human,vertebrates",11,,"2007-02-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/676/795/GCA_002676795.1_ASM267679v1",," 5:DQ490540.1;  8:DQ490541.1;  7:DQ490542.1;  10:DQ490543.1;  11:DQ490544.1;  1:DQ490545.1;  2:DQ490546.1;  3:DQ490547.1;  4:DQ490548.1;  6:DQ490549.1;  9:DQ490550.1"
"Human adenovirus D8","Viruses;Other;Adenoviridae","","","GCA_006437115.1","Complete",0.034948,54.5,"KT340057.1","human,vertebrates",35,,"2016-08-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/437/115/GCA_006437115.1_ASM643711v1",,"KT340057.1"
"Human mastadenovirus B","Viruses;Other;Adenoviridae","","PRJNA70469","GCA_006445455.1","Complete",0.035239,51.1,"JX423383.1","human,vertebrates",44,,"2012-08-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/445/455/GCA_006445455.1_ASM644545v1",,"JX423383.1"
"Human adenovirus 5","Viruses;Other;Adenoviridae","","","GCA_019453795.1"," Chromosome",0.034043,49.2,"MW686799.1","human,vertebrates",0,,"2021-08-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/453/795/GCA_019453795.1_ASM1945379v1",,"MW686799.1"
"Hepatitis C virus subtype 2b","Viruses;Other;Flaviviridae","","","GCA_003106105.1","Complete",0.009102,55.8,"AB661388.1","human,vertebrates",1,,"2011-08-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/106/105/GCA_003106105.1_ASM310610v1",,"AB661388.1"
"uncultured virus","Viruses;Other;Other","","","GCA_003536275.1","Complete",0.002348,39.5,"KY487870.1","bacteria,human,invertebrates,land plants,protozoa",2,,"2018-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/536/275/GCA_003536275.1_ASM353627v1",,"KY487870.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078755.1","Complete",0.001768,48.1,"HQ202952.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/755/GCA_004078755.1_ASM407875v1",,"HQ202952.1"
"Human immunodeficiency virus 1","Viruses;Other;Retroviridae","","","GCA_003100405.1","Complete",0.009025,41.5,"AY900574.2","human,vertebrates",9,,"2006-01-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/100/405/GCA_003100405.1_ASM310040v1",,"AY900574.2"
"Bacteriophage sp.","Viruses;unclassified phages;unclassified","SAMN13135889","PRJNA579886","GCA_012627145.1","Complete",0.007921,38.1,"MN855600.1","bacteria,human,invertebrates,vertebrates",7,,"2020-04-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/627/145/GCA_012627145.1_ASM1262714v1",,"MN855600.1"
"Circoviridae sp.","Viruses;Other;Circoviridae","","PRJNA393166","GCA_003652265.1","Complete",0.001876,46.8,"MH616650.1","human,vertebrates",3,,"2018-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/652/265/GCA_003652265.1_ASM365226v1",,"MH616650.1"
"Anelloviridae sp.","Viruses;Other;Anelloviridae","","","GCA_022672505.1","Complete",0.002972,49.6,"MZ285979.1","human,vertebrates",1,,"2022-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/672/505/GCA_022672505.1_ASM2267250v1",,"MZ285979.1"
"CRESS virus sp.","Viruses;Other;Other","","PRJNA393166","GCA_003616155.1","Complete",0.002274,50.1,"MH649162.1","human,vertebrates",2,,"2018-09-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/616/155/GCA_003616155.1_ASM361615v1",,"MH649162.1"
"uncultured phage","Viruses;unclassified phages;unclassified","SAMEA6226412","PRJEB35371","GCA_902725465.1","Contig",0.256127,36,"CACUWD000000000.1","bacteria,fungi,human,invertebrates",0,,"2020-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/725/465/GCA_902725465.1_GD_PHAGE_36_14",,"CACUWD000000000.1"
"uncultured phage","Viruses;unclassified phages;unclassified","SAMEA6226625","PRJEB35371","GCA_902731445.1","Contig",0.25609,50,"CACVJD000000000.1","bacteria,fungi,human,invertebrates",0,,"2020-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/731/445/GCA_902731445.1_SALIVA_PHAGE_CIR_50_129",,"CACVJD000000000.1"
"CRESS virus sp.","Viruses;Other;Other","","PRJNA393166","GCA_003619175.1","Complete",0.002273,48.5,"MH617578.1","human,vertebrates",2,,"2018-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/619/175/GCA_003619175.1_ASM361917v1",,"MH617578.1"
"Anelloviridae sp.","Viruses;Other;Anelloviridae","","","GCA_022673355.1","Complete",0.002972,40.3,"MZ286004.1","human,vertebrates",1,,"2022-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/673/355/GCA_022673355.1_ASM2267335v1",,"MZ286004.1"
"Circoviridae sp.","Viruses;Other;Circoviridae","","PRJNA393166","GCA_003656805.1","Complete",0.001872,33.2,"MH617624.1","human,vertebrates",2,,"2018-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/656/805/GCA_003656805.1_ASM365680v1",,"MH617624.1"
"Bacteriophage sp.","Viruses;unclassified phages;unclassified","SAMN13135928","PRJNA579886","GCA_012599575.1","Complete",0.007875,47.4,"MN856060.1","bacteria,human,invertebrates,vertebrates",8,,"2020-04-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/599/575/GCA_012599575.1_ASM1259957v1",,"MN856060.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078775.1","Complete",0.001768,48.8,"HQ202951.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/775/GCA_004078775.1_ASM407877v1",,"HQ202951.1"
"uncultured virus","Viruses;Other;Other","","","GCA_003541375.1","Complete",0.002345,47.9,"KY487959.1","bacteria,human,invertebrates,land plants,protozoa",2,,"2018-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/541/375/GCA_003541375.1_ASM354137v1",,"KY487959.1"
"Human immunodeficiency virus 1","Viruses;Other;Retroviridae","","","GCA_003189905.1","Complete",0.009025,41.4,"KF859741.1","human,vertebrates",7,,"2013-12-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/189/905/GCA_003189905.1_ASM318990v1",,"KF859741.1"
"Hepatitis C virus subtype 2c","Viruses;Other;Flaviviridae","","PRJNA31239","GCA_003106145.1"," Chromosome",0.009295,58.3,"JX227949.1","human,vertebrates",1,,"2012-11-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/106/145/GCA_003106145.1_ASM310614v1",,"JX227949.1"
"Human adenovirus 5","Viruses;Other;Adenoviridae","","","GCA_019453765.1"," Chromosome",0.034052,47.3,"MW686791.1","human,vertebrates",0,,"2021-08-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/453/765/GCA_019453765.1_ASM1945376v1",,"MW686791.1"
"Human adenovirus 7","Viruses;Other;Adenoviridae","","","GCA_006446095.1","Complete",0.035239,51.1,"JF800905.1","human,vertebrates",47,,"2012-04-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/446/095/GCA_006446095.1_ASM644609v1",,"JF800905.1"
"Human adenovirus D8","Viruses;Other;Adenoviridae","","","GCA_006437135.1","Complete",0.034948,54.5,"KT340056.1","human,vertebrates",35,,"2016-08-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/437/135/GCA_006437135.1_ASM643713v1",,"KT340056.1"
"Rotavirus A","Viruses;Other;Reoviridae","","","GCA_002676815.1","Complete",0.018614,33.2754," 1:DQ490551.1;  2:DQ490552.1;  3:DQ490553.1;  4:DQ490554.1;  6:DQ490555.1;  9:DQ490556.1;  5:DQ490557.1;  8:DQ490558.1;  7:DQ490559.1;  10:DQ490560.1;  11:DQ490561.1","human,vertebrates",11,,"2007-02-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/676/815/GCA_002676815.1_ASM267681v1",," 1:DQ490551.1;  2:DQ490552.1;  3:DQ490553.1;  4:DQ490554.1;  6:DQ490555.1;  9:DQ490556.1;  5:DQ490557.1;  8:DQ490558.1;  7:DQ490559.1;  10:DQ490560.1;  11:DQ490561.1"
"Rotavirus A","Viruses;Other;Reoviridae","","","GCA_002679715.1","Complete",0.018534,32.6503," 1:KJ639012.1;  2:KJ639013.1;  3:KJ639014.1;  4:KJ639015.1;  6:KJ639016.1;  9:KJ639017.1;  5:KJ639018.1;  8:KJ639019.1;  7:KJ639020.1;  10:KJ639021.1;  11:KJ639022.1","human,vertebrates",11,,"2014-06-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/679/715/GCA_002679715.1_ASM267971v1",," 1:KJ639012.1;  2:KJ639013.1;  3:KJ639014.1;  4:KJ639015.1;  6:KJ639016.1;  9:KJ639017.1;  5:KJ639018.1;  8:KJ639019.1;  7:KJ639020.1;  10:KJ639021.1;  11:KJ639022.1"
"Human adenovirus D8","Viruses;Other;Adenoviridae","","","GCA_006437155.1","Complete",0.034948,54.5,"KT340055.1","human,vertebrates",34,,"2016-08-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/437/155/GCA_006437155.1_ASM643715v1",,"KT340055.1"
"Human adenovirus 7","Viruses;Other;Adenoviridae","","","GCA_011837495.1","Complete",0.035239,51.1,"MK492255.1","human,vertebrates",39,,"2020-03-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/837/495/GCA_011837495.1_ASM1183749v1",,"MK492255.1"
"Human adenovirus 5","Viruses;Other;Adenoviridae","","","GCA_019453775.1"," Chromosome",0.034032,47.1,"MW686795.1","human,vertebrates",0,,"2021-08-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/453/775/GCA_019453775.1_ASM1945377v1",,"MW686795.1"
"uncultured virus","Viruses;Other;Other","","","GCA_003533145.1","Complete",0.002327,49.5,"KY487857.1","bacteria,human,invertebrates,land plants,protozoa",2,,"2018-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/533/145/GCA_003533145.1_ASM353314v1",,"KY487857.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078795.1","Complete",0.001768,48.1,"HQ202950.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/795/GCA_004078795.1_ASM407879v1",,"HQ202950.1"
"Human immunodeficiency virus 1","Viruses;Other;Retroviridae","","","GCA_003103615.1","Complete",0.009024,41.7,"KC990124.1","human,vertebrates",8,,"2013-05-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/103/615/GCA_003103615.1_ASM310361v1",,"KC990124.1"
"Bacteriophage sp.","Viruses;unclassified phages;unclassified","SAMN13135928","PRJNA579886","GCA_012837275.1","Complete",0.007875,50.4,"MN855868.1","bacteria,human,invertebrates,vertebrates",13,,"2020-04-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/837/275/GCA_012837275.1_ASM1283727v1",,"MN855868.1"
"Circoviridae sp.","Viruses;Other;Circoviridae","","PRJNA393166","GCA_003656005.1","Complete",0.001864,35.5,"MH617479.1","human,vertebrates",2,,"2018-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/656/005/GCA_003656005.1_ASM365600v1",,"MH617479.1"
"Anelloviridae sp.","Viruses;Other;Anelloviridae","","","GCA_022672435.1","Complete",0.002971,49.2,"MZ285972.1","human,vertebrates",1,,"2022-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/672/435/GCA_022672435.1_ASM2267243v1",,"MZ285972.1"
"CRESS virus sp.","Viruses;Other;Other","","PRJNA393166","GCA_003619855.1","Complete",0.002268,46.3,"MH617475.1","human,vertebrates",2,,"2018-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/619/855/GCA_003619855.1_ASM361985v1",,"MH617475.1"
"uncultured phage","Viruses;unclassified phages;unclassified","SAMEA6226530","PRJEB35371","GCA_902726145.1","Contig",0.256059,49.65,"CACUYT000000000.1","bacteria,fungi,human,invertebrates",0,,"2020-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/726/145/GCA_902726145.1_M16_PHAGE_50_27",,"CACUYT000000000.1"
"uncultured phage","Viruses;unclassified phages;unclassified","SAMEA6226517","PRJEB35371","GCA_902730855.1","Scaffold",0.396413,32,"CACVGZ000000000.1","bacteria,fungi,human,invertebrates",0,,"2020-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/730/855/GCA_902730855.1_M01_PHAGE_CIR_32_31",,"CACVGZ000000000.1"
"CRESS virus sp.","Viruses;Other;Other","","PRJNA393166","GCA_003615995.1","Complete",0.002265,33.6,"MH649184.1","human,vertebrates",2,,"2018-09-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/615/995/GCA_003615995.1_ASM361599v1",,"MH649184.1"
"Anelloviridae sp.","Viruses;Other;Anelloviridae","","","GCA_022674605.1","Complete",0.002969,38.4,"MZ286133.1","human,vertebrates",1,,"2022-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/674/605/GCA_022674605.1_ASM2267460v1",,"MZ286133.1"
"Circoviridae sp.","Viruses;Other;Circoviridae","","PRJNA393166","GCA_003653525.1","Complete",0.001862,32.4,"MH616938.1","human,vertebrates",2,,"2018-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/653/525/GCA_003653525.1_ASM365352v1",,"MH616938.1"
"Bacteriophage sp.","Viruses;unclassified phages;unclassified","SAMN13135889","PRJNA579886","GCA_012621325.1","Complete",0.007844,36.4,"MN855702.1","bacteria,human,invertebrates,vertebrates",18,,"2020-04-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/621/325/GCA_012621325.1_ASM1262132v1",,"MN855702.1"
"Human immunodeficiency virus 1","Viruses;Other;Retroviridae","","","GCA_003098695.1","Complete",0.009023,41.7,"AF289549.1","human,vertebrates",9,,"2001-04-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/098/695/GCA_003098695.1_ASM309869v1",,"AF289549.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078815.1","Complete",0.001768,48.5,"HQ202949.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/815/GCA_004078815.1_ASM407881v1",,"HQ202949.1"
"uncultured virus","Viruses;Other;Other","","","GCA_003543895.1","Complete",0.00232,55.3,"KY487961.1","bacteria,human,invertebrates,land plants,protozoa",2,,"2018-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/543/895/GCA_003543895.1_ASM354389v1",,"KY487961.1"
"Human adenovirus 1","Viruses;Other;Adenoviridae","","","GCA_019453515.1"," Chromosome",0.035884,50.5,"MW686796.1","human,vertebrates",0,,"2021-08-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/453/515/GCA_019453515.1_ASM1945351v1",,"MW686796.1"
"Human adenovirus 7","Viruses;Other;Adenoviridae","","","GCA_011837545.1","Complete",0.035239,51.1,"MK492256.1","human,vertebrates",39,,"2020-03-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/837/545/GCA_011837545.1_ASM1183754v1",,"MK492256.1"
"Human adenovirus D8","Viruses;Other;Adenoviridae","","","GCA_006435915.1","Complete",0.034943,54.5,"KP016739.1","human,vertebrates",37,,"2017-01-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/435/915/GCA_006435915.1_ASM643591v1",,"KP016739.1"
"Rotavirus A","Viruses;Other;Reoviridae","","","GCA_002679935.1","Complete",0.018534,32.6864," 1:KJ639023.1;  2:KJ639024.1;  3:KJ639025.1;  4:KJ639026.1;  6:KJ639027.1;  9:KJ639028.1;  5:KJ639029.1;  8:KJ639030.1;  7:KJ639031.1;  10:KJ639032.1;  11:KJ639033.1","human,vertebrates",11,,"2014-06-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/679/935/GCA_002679935.1_ASM267993v1",," 1:KJ639023.1;  2:KJ639024.1;  3:KJ639025.1;  4:KJ639026.1;  6:KJ639027.1;  9:KJ639028.1;  5:KJ639029.1;  8:KJ639030.1;  7:KJ639031.1;  10:KJ639032.1;  11:KJ639033.1"
"Rotavirus A","Viruses;Other;Reoviridae","","","GCA_002682775.1","Complete",0.018615,33.5171," 11:DQ005115.1;  10:DQ005116.1;  7:DQ005117.1;  8:DQ005118.1;  5:DQ005119.1;  9:DQ005120.1;  6:DQ005121.1;  4:DQ005122.1;  3:DQ005123.1;  2:DQ005124.1;  1:DQ005125.1","human,vertebrates",11,,"2006-04-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/682/775/GCA_002682775.1_ASM268277v1",," 11:DQ005115.1;  10:DQ005116.1;  7:DQ005117.1;  8:DQ005118.1;  5:DQ005119.1;  9:DQ005120.1;  6:DQ005121.1;  4:DQ005122.1;  3:DQ005123.1;  2:DQ005124.1;  1:DQ005125.1"
"Human adenovirus D8","Viruses;Other;Adenoviridae","","","GCA_006435935.1","Complete",0.034941,54.5,"KP016738.1","human,vertebrates",36,,"2017-01-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/435/935/GCA_006435935.1_ASM643593v1",,"KP016738.1"
"Human adenovirus 7","Viruses;Other;Adenoviridae","","","GCA_011837575.1","Complete",0.035239,51.1,"MK492257.1","human,vertebrates",39,,"2020-03-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/837/575/GCA_011837575.1_ASM1183757v1",,"MK492257.1"
"Human adenovirus 1","Viruses;Other;Adenoviridae","","","GCA_019453545.1"," Chromosome",0.035975,47,"MW686804.1","human,vertebrates",0,,"2021-08-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/453/545/GCA_019453545.1_ASM1945354v1",,"MW686804.1"
"uncultured virus","Viruses;Other;Other","","","GCA_003536615.1","Complete",0.002319,49.8,"KY487881.1","bacteria,human,invertebrates,land plants,protozoa",2,,"2018-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/536/615/GCA_003536615.1_ASM353661v1",,"KY487881.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078835.1","Complete",0.001768,48.5,"HQ202948.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/835/GCA_004078835.1_ASM407883v1",,"HQ202948.1"
"Human immunodeficiency virus 1","Viruses;Other;Retroviridae","","","GCA_003104035.1","Complete",0.009023,41.8,"KJ849776.1","human,vertebrates",9,,"2014-08-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/104/035/GCA_003104035.1_ASM310403v1",,"KJ849776.1"
"Bacteriophage sp.","Viruses;unclassified phages;unclassified","SAMN13135889","PRJNA579886","GCA_012621155.1","Complete",0.007839,35.7,"MN855709.1","bacteria,human,invertebrates,vertebrates",17,,"2020-04-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/621/155/GCA_012621155.1_ASM1262115v1",,"MN855709.1"
"Circoviridae sp.","Viruses;Other;Circoviridae","","PRJNA393166","GCA_003654645.1","Complete",0.001862,38.8,"MH617193.1","human,vertebrates",2,,"2018-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/654/645/GCA_003654645.1_ASM365464v1",,"MH617193.1"
"Anelloviridae sp.","Viruses;Other;Anelloviridae","","","GCA_022672515.1","Complete",0.002968,51.8,"MZ285980.1","human,vertebrates",1,,"2022-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/672/515/GCA_022672515.1_ASM2267251v1",,"MZ285980.1"
"CRESS virus sp.","Viruses;Other;Other","","PRJNA393166","GCA_003616235.1","Complete",0.002263,39.7,"MH649145.1","human,vertebrates",2,,"2018-09-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/616/235/GCA_003616235.1_ASM361623v1",,"MH649145.1"
"uncultured phage","Viruses;unclassified phages;unclassified","SAMEA6226610","PRJEB35371","GCA_902731615.1","Contig",0.255737,39.2,"CACVJI000000000.1","bacteria,fungi,human,invertebrates",0,,"2020-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/731/615/GCA_902731615.1_SR-VP_PHAGE_CIR_39_14",,"CACVJI000000000.1"
